22000;0
21000;-0.0100571172183882
20028.5703125;-0.0256103929086907
19085.359375;-0.0405186088026674
18170;-0.0468516715013293
17282.140625;-0.0552206636299269
16421.4296875;-0.0632940947887655
15587.5;-0.0581805469567662
14780;-0.0537729721550298
13998.5703125;-0.0562382667457951
13242.859375;-0.0606057670491586
12512.5;-0.0597906866101026
11807.13671875;-0.0532446926741359
11131.7274622078;-0.0483034847531968
10490.3804454271;-0.0451496179681328
9872.41327810443;-0.0412676691261181
9277.47486320655;-0.0376113350080926
8705.22169490176;-0.035376228541842
8155.29491052397;-0.0334428905835975
7627.34745845424;-0.0347685456217619
7121.04717789745;-0.0327430583563702
6636.02386576032;-0.0270891428707905
6171.93785550838;-0.0223130445062241
5728.4342109236;-0.0178322239289593
5305.18077161027;-0.0114062639869491
4901.80759347034;-0.00643294892522498
4517.97106092642;-0.00264984008768233
4153.33937907437;-0.000230774013711633
3807.54163164084;-0.0015359216187371
3480.23886623034;-0.00348673503013944
3171.07948830525;-0.00204997574767312
2879.72144382064;0.000452036764082106
2605.80311966861;0.00341376558275003
2348.98263777984;0.00355831650710694
2108.91834249803;0.0065267440462968
1885.248492835;0.0135433859785371
1677.63103488566;0.0190775884286146
1485.7142000632;0.0220347130319042
1309.15637948376;0.0209154992752439
1147.59595981279;0.0185272530468025
1000.69063345189;0.0177063604952734
868.098855861562;0.0162214684799067
749.458989901366;0.0127150426683744
644.428998042348;0.00955129713680514
552.657039020602;0.00589299282436112
473.801666509972;0.00113053529454022
407.500868872432;-0.00268821499621729
353.412863005645;-0.00405577321830671
311.195684833268;-0.00273728114129012
280.487851956198;-0.00291657183554471
260.947387846112;-0.00448431199190689
